t,tpcc_warehouse_count,tpcc_warehouse_affinity,run_until_tx,c_tag,c_mutex,c_worker_threads,c_pin_threads,c_smt,c_free_pct,c_cool_pct,c_pp_threads,c_partition_bits,c_dram_gib,c_target_gib,c_run_for_seconds,c_fs,c_bstar,c_bulk_insert,c_backoff_strategy,c_cm_split,c_cm_update_on,c_cm_period,c_cm_slowpath_threshold,c_su_kwaymerge,c_su_merge,c_su_target_pct,c_zipf_factor,c_backoff,c_hash,space_usage_gib,consumed_pages,p1_pct,p2_pct,p3_pct,poll_pct,find_parent_pct,iterate_children_pct,pc1,pc2,pc3,free_pct,cool_pct,cool_pct_should,evicted_mib,rounds,touches,unswizzled,submit_ms,async_mb_ws,w_mib,allocate_ops,r_mib,tx
305,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,446.28,29247171,9.76,4.16,86.08,70.69,3.49,458893997775403,132779,71969,71969,1,19.42,19,1423.19,2313100,105729,105055,9.78,2674,1418.47,92578,10.14,1383018
305,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,293.85,19257678,26.96,3.24,69.79,56.92,4.68,89003488373623.3,128838,44520,44520,1,19.51,18,815.48,7145136,102713,58002,8.41,1261,815.37,97762,3.04,1400754
305,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,732.58,48010045,22.38,9.66,67.96,44.52,5.79,138806860751457,209391,23753,23753,0.99,17.99,19,2366.93,1747,170025,168342,16.71,17687,2350.05,154651,19,2298176
305,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,466,30540010,69.66,2.79,27.55,20.33,9.98,246398712105636,380957,11572,11572,1.1,19.17,18,701.16,280687,306311,174939,5.08,4050,698.82,159461,6.66,2276226
306,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,447.64,29336828,10.07,4.2,85.74,70.19,3.59,431362754473069,133627,72428,72428,1,19.43,18,1409.37,2730906,106527,105845,9.9,2915,1403.97,91636,10.02,1366087
306,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,294.65,19310136,26.83,3.16,70,57.09,4.68,80026117187653.4,129288,45398,45398,1,19.51,18,822.2,7073797,102848,58232,8.44,1358,822.14,97842,2.78,1400273
306,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,734.89,48161862,26.92,10.18,62.91,38.75,5.91,396974907860962,215928,15245,15245,0.99,17.96,19,2378.04,1070,175061,173391,17.44,22253,2361.05,155341,19.24,2307279
306,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,467.62,30645725,34.6,6.25,59.15,43.05,5.04,449479142491160,176549,24101,24100,1,19.03,19,1414.25,1417275,140207,80995,11.19,8842,1409.46,166241,7.16,2325150
307,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,449.03,29427389,9.31,4.22,86.48,71.13,3.31,139915625379604,127278,70972,70972,1,19.4,18,1423.27,2299946,101079,100468,9.8,2809,1418.47,92552,10.05,1378678
307,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,295.44,19362165,0,0,100,0,0,-36141.45,130613,45718,45718,1,19.52,18,813.96,7487262,103762,58713,0,1254,813.88,97909,3.14,1404080
307,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,737.21,48313668,28.33,10.13,61.54,37.59,6.29,62031703941104.9,225711,12729,12729,0.99,17.97,19,2395.08,832,183530,181726,17.34,22282,2377.73,155297,19.53,2304937
307,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,469.85,30792156,6.6,8.92,84.48,61.35,1.09,241234706066523,35342,40200,40201,1,18.15,18,2301.69,5407,28618,16293,16.12,12761,2293.93,161849,7.47,2308774
308,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,450.39,29516584,9.36,4.13,86.51,71.7,3.3,65444326743009.6,129167,67038,67037,1,19.39,18,1401.99,2087382,102680,102049,9.52,2902,1396.72,91178,10.86,1360915
308,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,296.24,19414612,0,0,100,0,0,-304041.44,127274,43571,43571,1,19.52,18,823.67,6781203,101085,57385,0,1280,823.51,97038,3.09,1386480
308,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,739.51,48464638,25.48,9.82,64.69,40.81,6.39,352394737685322,217063,19094,19094,1,17.94,19,2386.19,1566,176174,174418,17.04,19773,2368.92,154481,19.39,2299074
308,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,469.87,30793468,87.18,1.15,11.68,8.82,12.16,56463446441963.9,473910,3750,3750,1.1,19.35,18,275.28,571520,380431,217517,2.02,1568,274.47,161839,6.94,2309034
309,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,451.76,29606818,9.62,4.17,86.22,71.01,3.45,511074460633230,131317,70377,70378,1,19.38,19,1417.34,2231799,104521,103876,9.72,2763,1412.72,92232,9.97,1373378
309,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,296.91,19458295,30.7,2.8,66.5,55.37,5.3,666867833137958,147011,36424,36424,1.01,19.62,18,700.32,7193265,116705,66196,7.34,1025,700.18,94810,3.29,1357917
309,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,741.82,48615893,25.83,10.01,64.16,40.36,6.09,167470994410021,222217,15772,15771,1,17.94,19,2376.15,1056,180859,179015,16.92,20458,2359.3,154758,20.56,2299549
309,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,471.59,30906274,29.25,6.53,64.22,46.78,4.16,281677150622758,152052,30231,30231,1,19.1,19,1517.13,1380839,120896,69575,12,8272,1511.8,165650,7.24,2304744
310,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,453.14,29697298,9.35,4.1,86.55,71.89,3.35,427890099900319,133233,66619,66619,1,19.38,18,1422.49,1660647,106035,105394,9.4,2935,1417.53,92466,10.36,1378873
310,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,297.72,19511122,0,0,100,0,0,-392441.43,126429,45673,45673,1,19.62,18,808.74,8037336,100196,57006,0,1200,808.58,96784,3.12,1383787
310,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,744.13,48767165,30.13,10.58,59.3,34.95,6.11,114608329042890,224461,15189,15190,1,17.95,19,2377.93,1059,182209,180449,17.27,21809,2360.62,154788,19.19,2302459
310,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,472.93,30993877,35.65,5.76,58.59,42.47,5.14,251966936895733,208190,39326,39326,1.06,19.04,18,1518.16,151900,167314,95820,10.92,7031,1513.12,160063,7.02,2274923
311,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,454.53,29788309,9.78,4.08,86.15,71.4,3.44,305965968761255,136918,67259,67258,1,19.4,18,1430.14,1319644,108701,108101,9.41,2854,1425.46,93026,9.84,1385837
311,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,298.53,19564518,0,0,100,0,0,-302220.71,123623,44657,44657,1,19.6,18,837.44,6752494,98079,55436,0,1223,837.22,96898,3.18,1388119
311,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,746.41,48916817,26.74,9.79,63.47,40.01,6.16,93487248799751.6,225541,15637,15637,1,17.97,19,2353,1099,182738,180918,16.8,20450,2336.43,153115,19.17,2274278
311,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,474.27,31081649,40.71,5.43,53.86,39.49,5.95,424247999081451,220793,23333,23333,1,19.11,19,1227.28,1602418,175670,101232,9.95,7215,1222.63,162906,6.54,2286489
312,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,455.91,29878565,9.76,4.21,86.02,71.09,3.4,389777017803206,134553,68091,68092,1,19.41,18,1418.86,1795727,106969,106306,9.51,2859,1414.14,92242,10.45,1377375
312,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,299.3,19614601,28.17,3.06,68.77,56.36,4.95,519391022441129,135674,43204,43204,1,19.63,18,784.83,7208993,107459,61153,8.13,1167,784.69,97121,3.26,1392993
312,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,748.72,49067857,24.78,9.97,65.25,41.16,5.99,257902314798865,220173,19354,19352,0.99,17.96,19,2372.75,1348,178560,176771,17.1,19049,2356.01,154518,19.58,2299279
312,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,475.13,31137882,57.55,3.92,38.53,27.88,8.41,113845917066121,315255,21136,21136,1.02,19.59,18,931.62,1079795,251903,144723,7.31,4878,928.34,162974,6.99,2310907
313,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,457.28,29967977,10.04,4.07,85.89,70.78,3.46,237519081670574,138349,65796,65796,1,19.44,18,1405.8,1631498,110327,109638,9.78,2830,1400.85,91389,10.86,1362347
313,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,300.11,19668273,25.93,3.22,70.85,57.72,4.56,259843072581486,125958,46541,46541,1,19.62,18,841.02,7021669,99962,56938,8.58,1247,840.83,97517,3.17,1395952
313,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,751.03,49219393,28.64,10.37,60.99,36.84,6.04,124102406152586,223884,12278,12279,0.99,17.96,19,2383.86,825,181957,180108,17.43,22699,2366.64,155060,18.55,2306471
313,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,476.58,31233186,34.63,5.94,59.43,43.08,5.51,148669521360512,198694,32743,32743,1,19.5,18,1458.83,814038,158467,90938,11.06,9677,1454.35,163926,7.11,2312128
314,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,458.6,30054965,10.22,4.14,85.64,70.62,3.52,452692115852070,133391,66339,66338,1,19.46,18,1366.73,2606697,105963,105271,9.48,2891,1361.55,88902,9.75,1325147
314,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,300.88,19718353,0,0,100,0,0,-66141.4,130468,44236,44236,1,19.64,18,784.26,7720633,103462,58614,0,1126,784.04,95700,3.12,1373334
314,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,753.32,49369701,26.52,10.3,63.18,39.22,6.27,306315225222749,232273,16734,16735,1,18.02,19,2368.96,1379,188897,187064,17.13,22580,2351.19,153781,19.24,2284409
314,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,478.92,31386745,2.59,9.31,88.09,63.9,0.41,450774282588698,14817,41171,41171,1,18.51,19,2390.74,29768,11806,6889,16.74,13454,2381.6,161826,7.89,2293602
315,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,459.97,30144854,9.93,4.16,85.91,69.98,3.44,490126400288325,132289,70994,70995,1,19.46,19,1412.9,2597408,105162,104526,10.25,2947,1407.9,91859,11.19,1368410
315,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,301.65,19768646,26.57,3.02,70.41,58.39,4.6,6755490314367.45,130594,41383,41383,1,19.66,18,788.47,6828729,104013,59348,7.88,1278,788.39,95690,3.12,1371463
315,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,755.63,49520678,29.78,9.98,60.24,36.25,6.43,289647845932235,233354,14572,14572,0.99,18.07,19,2366.65,1069,189363,187435,17.18,21497,2348.63,154451,18.8,2294099
315,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,480.86,31513517,16.5,7.88,75.62,55.74,2.57,356340852365336,88874,29489,29489,1,17.91,18,1991.95,4181,71990,40528,13.98,11217,1985.21,160655,7.19,2317359
316,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,461.34,30234608,10.2,4.09,85.7,70.57,3.53,272928106805761,137702,69384,69384,1,19.49,18,1411.93,2184199,109683,109024,9.58,2949,1406.87,91727,10.45,1370135
316,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,302.39,19817203,29.5,3.02,67.48,55.06,5.15,383416850342236,138432,42255,42255,1,19.72,18,758.89,7933122,109874,62554,8.13,1091,758.7,96637,3.06,1381586
316,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,757.93,49672016,25.99,9.92,64.09,40.3,6.08,220691663506195,221512,20243,20243,0.99,18.06,19,2374.92,1513,179512,177705,16.91,19185,2357.87,154804,19.19,2300619
316,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,480.55,31493416,99.35,0.05,0.6,0.45,14.46,168577141275185,542182,337,337,1.13,19.41,18,10.92,885435,435666,249049,0.11,18,10.89,163148,6.99,2315024
317,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,462.72,30325143,9.09,4.07,86.83,71.88,3.19,284136241568472,122955,68180,68180,1,19.44,19,1421.51,1837877,97778,97189,9.49,2839,1416.28,92514,10.87,1379386
317,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,303.17,19868846,0,0,100,0,0,-1153068.2,131144,41918,41918,1,19.73,18,809.52,6672798,104162,59451,0,1229,809.44,97164,3.23,1387311
317,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,760.25,49823941,27.89,10.29,61.82,37.11,6.06,258767030986681,220338,14432,14432,1,18.03,19,2405.81,1014,178522,176814,17.73,22079,2388.2,155422,19.3,2306690
317,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,482.5,31621113,21.76,7.68,70.56,51.07,3.04,211487141707443,110543,25783,25782,1,18.98,19,1678.27,1856945,87875,50501,13.55,10670,1672.16,167165,6.94,2320997
318,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,464.1,30415367,9.62,4.07,86.31,71.2,3.31,50461101357506.7,129374,68366,68366,1,19.43,18,1419.93,1893192,102998,102330,9.59,2856,1414.8,92204,10.45,1374988
318,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,304,19922841,26.14,3.27,70.59,57.27,4.65,272052786505459,125747,46696,46696,1,19.71,18,845.48,7299177,99838,57016,8.68,1212,845.29,97684,2.98,1400051
318,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,762.56,49975416,23.89,9.79,66.32,42.62,6.15,451299343788117,213652,20582,20581,1,17.99,19,2379.9,1429,173668,171873,16.72,18197,2362.77,154937,18.55,2301113
318,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,484.68,31763975,8.74,8.7,82.57,59.7,1.49,259825841468363,49303,43279,43280,1,18.16,19,2233.97,5952,39736,22479,15.76,12278,2225.8,163034,6.91,2327359
319,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,465.49,30506064,9.58,4.09,86.34,71.16,3.33,21110240934000.2,129911,66172,66172,1,19.41,18,1425.99,1448324,103643,102982,9.82,3005,1420.53,92653,10.81,1380444
319,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,304.82,19976400,0,0,100,0,0,-539841.37,124358,44872,44872,1,19.7,18,839.19,6968820,98725,56281,0,1322,838.93,96878,3.03,1389039
319,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,764.85,50125202,26.21,9.9,63.89,40.2,6.44,225969908814924,220771,12376,12375,1,17.99,19,2352.49,896,179369,177569,16.92,31983,2336.57,153243,18.63,2277208
319,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,485.07,31789286,71.67,2.76,25.57,18.62,10.05,110240354518734,398145,8575,8575,1.12,18.99,18,683.12,153329,321187,183457,4.92,4177,680.7,161638,7.07,2319162
320,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,466.87,30596527,10.91,4.09,85,69.73,3.75,506107438639049,146084,70899,70899,1,19.47,18,1421.51,2125532,116168,115424,9.67,2964,1416.38,92470,10.13,1378885
320,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,305.68,20032749,24.44,3.4,72.17,58.37,4.34,680811667132246,117557,48637,48637,1,19.64,18,882.13,7094480,93296,53041,8.99,1364,881.86,97588,2.75,1397610
320,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,767.15,50276239,24.77,10.14,65.09,41.74,6.25,62671769175564.8,226568,20399,20401,0.98,18.02,19,2347.07,1410,183528,181672,16.59,18096,2330.32,154524,19.32,2298700
320,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,486.26,31867576,51.51,4.41,44.08,32.39,7.56,487010906426120,263497,17168,17168,1,19.28,19,943.54,2412955,209581,120453,8.09,5672,940.09,167636,7.1,2329541
321,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,468.25,30687348,10.46,4.12,85.42,69.87,3.63,345961900365052,135808,71834,71834,1,19.48,19,1424.86,2310751,108193,107539,9.85,2915,1418.97,92821,10.7,1383116
321,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,306.45,20083215,29.8,3.2,67,53.7,5.22,609471020434627,135154,44962,44962,1,19.67,18,788.53,8127783,106694,60638,8.71,1044,788.17,97282,3.04,1394027
321,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,769.46,50427257,30.43,10.43,59.13,34.98,6.23,426801074995471,228907,11217,11217,1,18.03,19,2407.98,746,185829,183919,17.51,23589,2390.24,154534,20.19,2296520
321,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,488.6,32020995,3.82,9.34,86.84,61.98,0.71,241322277677566,21181,51421,51420,1,18.31,19,2405.52,8210,17078,9729,17.03,12542,2396.61,164091,7.13,2322967
322,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,469.64,30778296,10.26,4.11,85.64,70.31,3.56,309208970646849,137018,70686,70685,1,19.49,18,1431.98,2028251,108870,108214,9.72,3090,1426.78,92916,10.44,1384403
322,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,307.3,20139522,23.19,3.36,73.45,60.12,4.12,3688651060957.09,116723,47966,47966,1,19.61,18,893.25,6578541,92493,52616,8.69,1442,893.02,97069,3.37,1391542
322,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,771.76,50578382,24.76,9.87,65.37,41.54,6.01,72807360283291.5,211593,19067,19067,1,17.98,19,2382.24,1337,171688,169894,16.97,19570,2365.59,154583,18.72,2294913
322,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,488.83,32036278,79.43,1.86,18.71,13.87,11.98,457498541725469,432581,8827,8828,1.08,19.33,18,450.96,504335,347603,198688,3.37,2256,449.4,162226,6.85,2316755
323,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,471.02,30868988,9.41,4.09,86.51,71.59,3.26,131574061804678,127277,67608,67609,1,19.46,18,1425.33,1616293,101152,100511,9.46,3237,1420.35,92669,10.61,1380426
323,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,308.1,20191785,26.73,3.15,70.12,57.53,4.72,29754314183367.3,130537,44557,44557,1,19.62,18,810.3,6902654,103645,59054,8.25,1109,810.08,97681,3.15,1402647
323,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,774.04,50727778,24.6,9.7,65.7,42.3,6.15,121713581410102,224249,18858,18858,1,18,19,2340.94,1442,182030,180171,16.85,19309,2323.56,152852,19.8,2272347
323,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,490.49,32144552,29.34,6.63,64.03,46.15,4.34,441501690291361,162185,34357,34357,1.02,19.1,18,1534.12,1582226,128950,74141,12.2,7710,1528.06,164481,6.94,2292562
324,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,472.4,30959473,9.71,4.05,86.23,71.29,3.35,513930879187090,130944,68277,68277,1,19.45,18,1422.93,1714317,104146,103478,9.47,2843,1417.67,92472,10.78,1379100
324,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,308.87,20242286,26.73,3.16,70.11,57.89,4.72,589299379149822,133776,42392,42392,1.01,19.65,18,799.92,6840506,106103,60560,8.04,1163,799.69,96816,3.29,1389973
324,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,776.35,50878985,24.1,10.14,65.76,42.14,6.17,114900033293875,224278,20718,20718,1,18,19,2380.8,1439,182192,180318,16.83,18065,2363.17,154682,20.16,2300734
324,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,491.76,32228150,39.57,5.59,54.84,40.31,5.94,83199100596576.5,229813,21156,21156,1.02,19.17,18,1316.01,1001083,183170,105478,10.2,7895,1311.76,161966,7.4,2275264
325,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,473.79,31050601,10.41,4.07,85.51,70.11,3.62,261981816092460,138209,72435,72434,1,19.47,18,1431.9,2160432,109960,109228,9.73,2945,1425.86,93110,10.09,1383717
325,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,309.65,20293052,27.49,3.09,69.42,57.24,4.86,480844324200390,136073,42135,42135,1,19.68,18,785.13,7001139,107964,61532,8.02,1127,784.9,97953,3.18,1400847
325,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,0,80,0,512,14386368177284270080,778.66,51030038,29.6,10.34,60.06,36.01,6.42,134108369175267,238324,12060,12059,0.99,18.08,19,2370.34,811,193277,191292,17.49,22533,2352.25,154530,19.99,2299097
325,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,1,7,14,1,5,1,80,0,512,14534782220402280448,493.39,32334660,28.64,6.71,64.65,46.91,4.38,297361265268025,165379,33703,33703,1,18.92,19,1622.35,774907,131780,75728,12.23,9057,1616.47,163936,7.02,2316771
326,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,0,80,0,512,16449538050958622720,475.17,31140730,9.64,4.13,86.23,71.04,3.33,52303061436280.5,129279,68239,68240,1,19.45,18,1416.75,2122616,102973,102326,9.63,2850,1411.55,92104,10.39,1373080
326,100,0,1200000000,NA,1,120,0,1,1,20,4,6,240,0,10,0,0,0,0,0,7,14,1,5,1,80,0,512,17380292763826735104,310.47,20346662,25.02,3.23,71.75,59.1,4.46,237233016140111,126171,44240,44240,1,19.67,18,838.6,6891406,100259,57144,8.32,1184,838.15,97573,3.32,1396858
